AGS,Gemeindename,Wahlbeteiligung,CDU,SPD,GRÜNE,FDP,AFD,LINKE,BSW,Höchster Wert
"08118010,""Bönnigheim, Stadt"",""85,5"",""34,1"",""14,9"",""11,4"",""5,7"",""18,4"",""6,1"",""3,8"",CDU"
"08118011,""Ditzingen, Stadt"",""85,6"",""34,5"",""14,9"",""15,4"",""6,6"",""15,9"",""5,5"",""3,1"",CDU"
"08118012,Eberdingen,""77,4"",""34,9"",""12,9"",""11,7"",""7,3"",""19,4"",""5,9"",""3,4"",CDU"
"08118014,Erdmannhausen,""86,1"",""32,9"",""15,8"",""14,7"",""5,3"",""17,5"",""5,4"",""3,8"",CDU"
"08118015,Erligheim,""86,7"",""35,2"",""15,0"",""11,4"",""4,6"",""19,3"",""5,1"",""3,0"",CDU"
"08118016,Freudental,""85,9"",""31,6"",""16,0"",""13,4"",""6,3"",""17,7"",""6,1"",""4,4"",CDU"
"08118018,Gemmrigheim,""84,1"",""34,1"",""12,7"",""10,5"",""6,7"",""23,3"",""4,2"",""3,9"",CDU"
"08118019,""Gerlingen, Stadt"",""86,5"",""36,5"",""15,0"",""16,3"",""8,0"",""12,1"",""5,3"",""3,4"",CDU"
"08118021,""Großbottwar, Stadt"",""85,8"",""36,5"",""12,6"",""10,8"",""5,3"",""19,8"",""5,3"",""3,8"",CDU"
"08118027,Hemmingen,""84,9"",""33,5"",""15,6"",""10,5"",""6,4"",""21,5"",""5,3"",""3,6"",CDU"
"08118028,Hessigheim,""86,0"",""36,2"",""13,6"",""9,6"",""4,5"",""23,2"",""3,6"",""2,9"",CDU"
"08118040,Kirchheim am Neckar,""82,3"",""31,1"",""16,0"",""12,1"",""5,1"",""19,2"",""7,6"",""4,8"",CDU"
"08118046,""Kornwestheim, Stadt"",""82,1"",""29,1"",""16,5"",""13,5"",""6,0"",""17,7"",""8,6"",""5,1"",CDU"
"08118047,Löchgau,""88,2"",""34,6"",""15,2"",""12,8"",""5,4"",""19,1"",""4,5"",""3,8"",CDU"
"08118048,""Ludwigsburg, Stadt"",""82,0"",""27,8"",""15,8"",""17,5"",""5,9"",""15,9"",""9,0"",""4,4"",CDU"
"08118049,""Marbach am Neckar, Stadt"",""86,0"",""29,8"",""17,0"",""16,5"",""5,3"",""16,2"",""6,9"",""4,2"",CDU"
"08118050,""Markgröningen, Stadt"",""84,9"",""32,5"",""14,7"",""13,0"",""6,1"",""19,6"",""6,1"",""3,7"",CDU"
"08118051,Möglingen,""83,0"",""32,0"",""16,0"",""10,8"",""5,8"",""19,0"",""7,4"",""4,8"",CDU"
"08118053,Mundelsheim,""89,1"",""37,8"",""12,6"",""12,2"",""7,0"",""18,6"",""4,5"",""2,7"",CDU"
"08118054,Murr,""85,3"",""34,5"",""16,3"",""10,1"",""6,1"",""19,5"",""4,9"",""3,6"",CDU"
"08118059,""Oberriexingen, Stadt"",""89,8"",""35,1"",""14,1"",""12,5"",""6,4"",""19,2"",""4,8"",""3,8"",CDU"
"08118060,Oberstenfeld,""85,8"",""37,7"",""13,8"",""9,9"",""6,5"",""19,9"",""4,0"",""3,4"",CDU"
"08118063,Pleidelsheim,""84,3"",""34,6"",""15,3"",""11,4"",""4,7"",""19,1"",""5,9"",""4,9"",CDU"
"08118067,Schwieberdingen,""86,5"",""35,3"",""14,7"",""12,1"",""6,2"",""18,4"",""5,4"",""3,6"",CDU"
"08118068,Sersheim,""85,9"",""33,2"",""14,2"",""13,3"",""6,2"",""20,4"",""5,3"",""2,6"",CDU"
"08118070,""Steinheim an der Murr, Stadt"",""85,4"",""36,4"",""14,8"",""12,3"",""5,6"",""18,6"",""4,8"",""3,5"",CDU"
"08118071,""Tamm, Stadt"",""86,4"",""34,1"",""14,5"",""13,3"",""5,6"",""19,9"",""4,7"",""3,2"",CDU"
"08118073,""Vaihingen an der Enz, Stadt"",""85,9"",""33,4"",""14,3"",""14,2"",""6,3"",""18,3"",""5,6"",""3,6"",CDU"
"08118074,Walheim,""83,2"",""30,8"",""13,5"",""14,3"",""5,3"",""18,6"",""5,9"",""5,0"",CDU"
"08118076,""Sachsenheim, Stadt"",""84,2"",""34,0"",""13,9"",""11,1"",""5,6"",""21,6"",""5,1"",""4,4"",CDU"
"08118077,Ingersheim,""85,3"",""33,8"",""15,1"",""11,3"",""6,1"",""20,0"",""6,0"",""3,8"",CDU"
"08118078,""Freiberg am Neckar, Stadt"",""86,0"",""33,3"",""16,4"",""12,7"",""6,4"",""17,2"",""6,2"",""3,4"",CDU"
"08118079,""Bietigheim-Bissingen, Stadt"",""82,5"",""31,1"",""14,4"",""13,9"",""6,0"",""20,3"",""6,3"",""4,4"",CDU"
"08118080,""Korntal-Münchingen, Stadt"",""86,5"",""35,5"",""14,8"",""16,4"",""6,9"",""13,8"",""5,7"",""3,2"",CDU"
"08118081,""Remseck am Neckar, Stadt"",""85,3"",""32,7"",""14,6"",""12,8"",""7,0"",""19,3"",""5,8"",""4,3"",CDU"
"08119001,Alfdorf,""84,7"",""35,1"",""10,9"",""8,5"",""5,4"",""26,7"",""3,8"",""4,3"",CDU"
"08119003,Allmersbach im Tal,""84,7"",""32,7"",""13,6"",""10,8"",""6,4"",""23,1"",""4,5"",""4,5"",CDU"
"08119004,Althütte,""86,0"",""27,5"",""12,5"",""9,8"",""6,2"",""31,0"",""4,7"",""3,0"",AFD"
"08119006,Auenwald,""85,7"",""33,8"",""12,9"",""9,1"",""6,0"",""25,5"",""4,5"",""3,7"",CDU"
"08119008,""Backnang, Stadt"",""81,1"",""28,8"",""14,9"",""12,6"",""5,9"",""22,8"",""6,5"",""4,5"",CDU"
"08119018,Burgstetten,""86,5"",""32,0"",""13,8"",""13,9"",""5,5"",""20,6"",""6,0"",""4,1"",CDU"
"08119020,""Fellbach, Stadt"",""83,1"",""33,5"",""15,3"",""14,6"",""6,9"",""15,2"",""6,6"",""3,9"",CDU"
"08119024,Großerlach,""77,9"",""26,3"",""10,1"",""7,8"",""5,4"",""34,3"",""5,3"",""4,9"",AFD"
"08119037,Kaisersbach,""86,5"",""37,9"",""9,7"",""8,6"",""7,2"",""24,8"",""2,7"",""3,2"",CDU"
"08119038,Kirchberg an der Murr,""86,6"",""32,2"",""11,6"",""11,4"",""5,3"",""25,7"",""5,2"",""3,8"",CDU"
"08119041,Korb,""84,5"",""38,3"",""13,4"",""12,0"",""7,5"",""16,5"",""4,9"",""3,6"",CDU"
"08119042,Leutenbach,""84,6"",""33,3"",""15,2"",""12,3"",""6,1"",""19,4"",""5,9"",""3,3"",CDU"
"08119044,""Murrhardt, Stadt"",""77,6"",""28,5"",""14,1"",""10,4"",""4,6"",""26,1"",""6,4"",""5,5"",CDU"
"08119053,Oppenweiler,""86,1"",""32,5"",""14,9"",""13,1"",""5,8"",""19,5"",""5,1"",""4,4"",CDU"
"08119055,Plüderhausen,""83,8"",""32,5"",""14,3"",""9,0"",""7,1"",""22,8"",""5,9"",""4,1"",CDU"
"08119061,Rudersberg,""84,0"",""33,5"",""12,0"",""8,9"",""7,0"",""25,3"",""5,2"",""3,7"",CDU"
"08119067,""Schorndorf, Stadt"",""82,5"",""31,7"",""15,0"",""12,6"",""6,3"",""20,1"",""6,3"",""4,2"",CDU"
"08119068,Schwaikheim,""85,1"",""32,1"",""16,6"",""14,6"",""6,6"",""15,8"",""6,1"",""3,6"",CDU"
"08119069,Spiegelberg,""84,0"",""26,4"",""11,2"",""7,2"",""5,2"",""35,6"",""4,7"",""4,3"",AFD"
"08119075,Sulzbach an der Murr,""81,6"",""30,1"",""13,2"",""9,9"",""6,2"",""25,7"",""5,3"",""4,5"",CDU"
"08119076,Urbach,""85,2"",""33,4"",""15,5"",""12,3"",""5,7"",""19,5"",""5,6"",""3,8"",CDU"
"08119079,""Waiblingen, Stadt"",""81,9"",""31,7"",""15,6"",""13,2"",""6,7"",""17,8"",""6,5"",""4,4"",CDU"
"08119083,Weissach im Tal,""84,7"",""31,9"",""15,0"",""10,0"",""7,6"",""22,9"",""4,4"",""4,1"",CDU"
"08119084,""Welzheim, Stadt"",""82,1"",""31,8"",""12,8"",""9,4"",""5,6"",""25,9"",""5,6"",""3,7"",CDU"
"08119085,""Winnenden, Stadt"",""82,8"",""33,1"",""14,9"",""12,4"",""6,9"",""18,7"",""5,9"",""3,9"",CDU"
"08119086,Winterbach,""87,4"",""33,2"",""15,1"",""15,5"",""6,5"",""17,3"",""4,7"",""3,7"",CDU"
"08119087,Aspach,""84,7"",""33,3"",""12,7"",""11,4"",""6,1"",""23,5"",""4,6"",""3,7"",CDU"
"08119089,Berglen,""87,6"",""34,5"",""11,8"",""9,6"",""6,5"",""23,9"",""4,3"",""3,4"",CDU"
"08119090,Remshalden,""87,0"",""35,2"",""14,1"",""13,1"",""7,7"",""17,0"",""5,5"",""3,3"",CDU"
"08119091,""Weinstadt, Stadt"",""86,2"",""35,9"",""14,9"",""14,4"",""7,3"",""15,2"",""5,3"",""3,1"",CDU"
"08119093,Kernen im Remstal,""83,5"",""32,8"",""14,9"",""15,0"",""8,3"",""15,9"",""5,7"",""3,2"",CDU"
"08121000,""Heilbronn, Stadt"",""76,4"",""26,6"",""15,4"",""11,0"",""6,5"",""23,6"",""8,3"",""4,7"",CDU"
"08125001,Abstatt,""87,1"",""34,0"",""13,2"",""10,2"",""6,8"",""22,9"",""4,4"",""3,4"",CDU"
"08125005,""Bad Friedrichshall, Stadt"",""79,8"",""27,5"",""14,3"",""8,3"",""5,5"",""28,5"",""6,0"",""4,9"",AFD"
"08125006,""Bad Rappenau, Stadt"",""83,1"",""30,2"",""13,1"",""7,5"",""5,4"",""29,5"",""4,7"",""4,4"",CDU"
"08125007,""Bad Wimpfen, Stadt"",""83,2"",""31,3"",""16,2"",""12,1"",""6,3"",""20,5"",""5,9"",""3,8"",CDU"
"08125008,""Beilstein, Stadt"",""86,9"",""33,8"",""13,5"",""13,1"",""8,5"",""20,5"",""4,2"",""2,6"",CDU"
"08125013,""Brackenheim, Stadt"",""85,2"",""31,1"",""12,6"",""10,8"",""7,2"",""24,8"",""5,1"",""3,7"",CDU"
"08125017,Cleebronn,""84,9"",""35,5"",""10,9"",""9,4"",""10,1"",""23,7"",""4,1"",""2,5"",CDU"
"08125021,Eberstadt,""86,4"",""30,9"",""15,4"",""9,4"",""6,8"",""24,1"",""5,7"",""3,5"",CDU"
"08125024,Ellhofen,""85,8"",""31,0"",""13,9"",""10,4"",""6,7"",""21,8"",""5,8"",""5,2"",CDU"
"08125026,""Eppingen, Stadt"",""82,4"",""29,5"",""13,0"",""7,7"",""5,8"",""30,0"",""5,3"",""3,7"",AFD"
"08125027,Erlenbach,""87,0"",""40,4"",""11,1"",""8,6"",""7,5"",""19,5"",""5,0"",""3,5"",CDU"
"08125030,Flein,""88,5"",""35,3"",""14,7"",""11,6"",""8,4"",""16,9"",""5,1"",""3,7"",CDU"
"08125034,Gemmingen,""84,0"",""28,8"",""13,9"",""8,2"",""7,9"",""25,7"",""5,7"",""4,1"",CDU"
"08125038,""Güglingen, Stadt"",""81,4"",""28,0"",""12,8"",""8,8"",""6,2"",""28,7"",""5,3"",""4,0"",AFD"
